Date,Time,Axis1,Axis2,Axis3,VM,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Sleep or Awake?
6/27/2012,6:27 PM,358,546,532,842,7,0,0,20,40,0,W
6/27/2012,6:28 PM,62,19,40,76,1,0,0,0,60,0,S
6/27/2012,6:29 PM,105,110,230,276,1,0,0,10,50,0,S
6/27/2012,6:30 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,6:31 PM,65,142,140,210,3,0,0,2,58,0,S
6/27/2012,6:32 PM,73,30,44,90,1,0,0,10,50,0,S
6/27/2012,6:33 PM,0,46,26,53,0,0,0,0,60,0,S
6/27/2012,6:34 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,6:35 PM,23,54,104,119,0,0,0,0,60,0,S
6/27/2012,6:36 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:37 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:38 PM,1864,1611,2200,3303,28,0,0,41,19,0,W
6/27/2012,6:39 PM,96,153,204,272,1,0,0,0,60,0,W
6/27/2012,6:40 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:41 PM,85,204,318,387,1,0,0,10,50,0,W
6/27/2012,6:42 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:43 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,6:44 PM,67,48,185,203,1,0,0,0,60,0,S
6/27/2012,6:45 PM,1,5,33,33,0,0,0,0,60,0,S
6/27/2012,6:46 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,6:47 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,6:48 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,6:49 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:50 PM,308,273,421,589,3,0,0,10,50,0,W
6/27/2012,6:51 PM,2098,1663,2135,3424,29,154,0,50,10,0,W
6/27/2012,6:52 PM,0,0,0,0,0,403,0,0,60,0,W
6/27/2012,6:53 PM,94,96,119,179,1,418,0,10,50,0,W
6/27/2012,6:54 PM,2307,1768,2567,3878,32,82,0,26,34,0,W
6/27/2012,6:55 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:56 PM,0,0,14,14,0,0,0,0,60,0,W
6/27/2012,6:57 PM,0,0,11,11,0,0,0,0,60,0,W
6/27/2012,6:58 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,6:59 PM,172,343,433,579,2,0,0,10,50,0,S
6/27/2012,7:00 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:01 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:02 PM,117,134,248,305,1,0,0,0,60,0,S
6/27/2012,7:03 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:04 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:05 PM,74,43,86,121,1,0,0,10,50,0,S
6/27/2012,7:06 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:07 PM,75,172,192,268,1,0,0,10,50,0,S
6/27/2012,7:08 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:09 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:10 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:11 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:12 PM,36,140,148,207,1,0,0,0,60,0,S
6/27/2012,7:13 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:14 PM,0,0,41,41,0,0,0,0,60,0,S
6/27/2012,7:15 PM,0,0,38,38,0,0,0,0,60,0,S
6/27/2012,7:16 PM,0,0,44,44,0,0,0,0,60,0,S
6/27/2012,7:17 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:18 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:19 PM,0,4,30,30,0,0,0,0,60,0,S
6/27/2012,7:20 PM,0,0,20,20,0,0,0,0,60,0,S
6/27/2012,7:21 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:22 PM,127,192,194,301,1,0,0,10,50,0,S
6/27/2012,7:23 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:24 PM,114,130,238,294,1,0,0,10,50,0,W
6/27/2012,7:25 PM,3456,3021,3885,6014,49,5,0,51,9,0,W
6/27/2012,7:26 PM,327,550,553,846,6,64,0,60,0,0,W
6/27/2012,7:27 PM,0,0,0,0,0,98,0,0,60,0,W
6/27/2012,7:28 PM,1290,1097,1646,2362,19,68,0,30,30,0,W
6/27/2012,7:29 PM,1858,1610,1950,3138,25,0,0,20,40,0,W
6/27/2012,7:30 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:31 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:32 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:33 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:34 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:35 PM,0,0,0,0,0,0,50,0,10,0,S
6/27/2012,7:36 PM,45,43,148,161,1,0,0,0,60,0,S
6/27/2012,7:37 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:38 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:39 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:40 PM,21,24,107,112,0,0,0,0,60,0,S
6/27/2012,7:41 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:42 PM,6,19,43,47,0,0,0,0,60,0,S
6/27/2012,7:43 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:44 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:45 PM,0,0,28,28,0,0,0,0,60,0,S
6/27/2012,7:46 PM,20,25,50,59,0,0,0,0,60,0,W
6/27/2012,7:47 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:48 PM,1788,1186,1825,2817,23,0,0,20,40,0,W
6/27/2012,7:49 PM,589,864,1031,1468,11,0,0,60,0,0,W
6/27/2012,7:50 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,7:51 PM,2354,1654,2237,3644,30,0,0,40,0,20,W
6/27/2012,7:52 PM,51,94,107,151,1,0,0,0,60,0,W
6/27/2012,7:53 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:54 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:55 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,7:56 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:57 PM,96,169,169,258,1,0,0,10,50,0,S
6/27/2012,7:58 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,7:59 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:00 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:01 PM,5,0,20,21,0,0,0,0,60,0,S
6/27/2012,8:02 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:03 PM,0,0,26,26,0,0,0,0,60,0,S
6/27/2012,8:04 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:05 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:06 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:07 PM,0,0,0,0,0,0,60,0,0,0,S
6/27/2012,8:08 PM,0,6,21,22,0,0,0,0,60,0,S
6/27/2012,8:09 PM,0,9,5,10,0,0,0,0,60,0,S
6/27/2012,8:10 PM,0,0,43,43,0,0,0,0,60,0,S
6/27/2012,8:11 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:12 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:13 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:14 PM,0,0,57,57,0,0,0,0,60,0,S
6/27/2012,8:15 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:16 PM,0,0,63,63,0,0,0,0,60,0,S
6/27/2012,8:17 PM,0,0,33,33,0,0,0,0,60,0,S
6/27/2012,8:18 PM,0,0,5,5,0,0,0,0,60,0,S
6/27/2012,8:19 PM,0,0,6,6,0,0,0,0,60,0,S
6/27/2012,8:20 PM,28,62,53,86,0,0,0,0,60,0,W
6/27/2012,8:21 PM,1063,1102,1410,2081,15,36,0,60,0,0,W
6/27/2012,8:22 PM,2234,1576,2264,3550,29,45,0,60,0,0,W
6/27/2012,8:23 PM,243,376,476,653,3,0,0,10,1,49,W
6/27/2012,8:24 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,8:25 PM,2674,1924,2711,4266,37,0,0,40,20,0,W
6/27/2012,8:26 PM,34,18,182,186,0,0,0,0,60,0,W
6/27/2012,8:27 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:28 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:29 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:30 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:31 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:32 PM,47,46,107,126,1,0,0,0,60,0,S
6/27/2012,8:33 PM,94,99,127,186,1,0,0,10,50,0,S
6/27/2012,8:34 PM,0,43,66,79,0,0,0,0,60,0,S
6/27/2012,8:35 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:36 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:37 PM,0,0,0,0,0,0,10,0,50,0,S
6/27/2012,8:38 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:39 PM,18,185,192,267,0,0,0,0,60,0,S
6/27/2012,8:40 PM,0,0,46,46,0,0,0,0,60,0,S
6/27/2012,8:41 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:42 PM,0,0,1,1,0,0,0,0,60,0,S
6/27/2012,8:43 PM,0,0,8,8,0,0,0,0,60,0,S
6/27/2012,8:44 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:45 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:46 PM,2248,1931,2876,4130,28,0,0,30,30,0,W
6/27/2012,8:47 PM,720,1176,1121,1777,14,0,0,60,0,0,W
6/27/2012,8:48 PM,306,398,284,577,3,0,0,20,1,39,W
6/27/2012,8:49 PM,963,780,1188,1717,13,0,0,20,0,40,W
6/27/2012,8:50 PM,2130,1863,2455,3746,28,0,0,20,40,0,W
6/27/2012,8:51 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:52 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:53 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:54 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,8:55 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:56 PM,136,137,216,290,1,0,0,10,50,0,S
6/27/2012,8:57 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,8:58 PM,25,3,160,162,0,0,0,0,60,0,S
6/27/2012,8:59 PM,0,3,9,9,0,0,0,0,60,0,S
6/27/2012,9:00 PM,0,3,79,79,0,0,0,0,60,0,S
6/27/2012,9:01 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:02 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:03 PM,14,6,72,74,0,0,0,0,60,0,S
6/27/2012,9:04 PM,0,0,38,38,0,0,0,0,60,0,S
6/27/2012,9:05 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:06 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:07 PM,6,6,122,122,0,0,0,0,60,0,S
6/27/2012,9:08 PM,0,0,50,50,0,0,0,0,60,0,S
6/27/2012,9:09 PM,13,19,6,24,1,0,0,0,60,0,S
6/27/2012,9:10 PM,0,0,67,67,0,0,0,0,60,0,S
6/27/2012,9:11 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:12 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:13 PM,18,8,75,78,0,0,0,0,60,0,S
6/27/2012,9:14 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:15 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:16 PM,0,0,0,0,0,0,20,0,40,0,S
6/27/2012,9:17 PM,0,2,30,30,0,0,10,0,50,0,S
6/27/2012,9:18 PM,0,2,35,35,0,0,0,0,60,0,S
6/27/2012,9:19 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:20 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:21 PM,5,3,51,51,0,0,0,0,60,0,S
6/27/2012,9:22 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:23 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:24 PM,0,0,0,0,0,0,40,0,20,0,S
6/27/2012,9:25 PM,44,34,98,113,1,0,20,0,40,0,W
6/27/2012,9:26 PM,1203,853,1451,2069,19,0,0,10,50,0,W
6/27/2012,9:27 PM,1605,1568,2004,3008,25,0,0,59,1,0,W
6/27/2012,9:28 PM,136,512,364,643,2,0,0,28,20,12,W
6/27/2012,9:29 PM,0,0,0,0,0,0,0,0,3,57,W
6/27/2012,9:30 PM,3006,2250,3401,5066,43,0,0,49,1,10,W
6/27/2012,9:31 PM,0,40,7,41,0,0,0,0,60,0,W
6/27/2012,9:32 PM,5,18,102,104,0,0,0,0,60,0,W
6/27/2012,9:33 PM,2,10,44,45,0,0,0,0,60,0,W
6/27/2012,9:34 PM,50,26,31,64,1,0,0,0,56,4,W
6/27/2012,9:35 PM,0,0,0,0,0,0,0,0,19,41,S
6/27/2012,9:36 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:37 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:38 PM,8,42,64,77,1,0,0,0,60,0,S
6/27/2012,9:39 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:40 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:41 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:42 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:43 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:44 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:45 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:46 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:47 PM,83,173,296,353,3,0,0,10,50,0,S
6/27/2012,9:48 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:49 PM,4,0,35,35,0,0,0,0,60,0,S
6/27/2012,9:50 PM,0,0,58,58,0,0,0,0,60,0,S
6/27/2012,9:51 PM,0,0,68,68,0,0,0,0,60,0,S
6/27/2012,9:52 PM,26,53,137,149,0,0,0,0,60,0,S
6/27/2012,9:53 PM,30,127,99,164,1,0,0,0,60,0,S
6/27/2012,9:54 PM,57,96,336,354,2,0,0,0,60,0,S
6/27/2012,9:55 PM,9,8,108,109,0,0,0,0,60,0,S
6/27/2012,9:56 PM,0,14,31,34,0,0,0,0,60,0,S
6/27/2012,9:57 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,9:58 PM,0,0,121,121,0,0,0,0,60,0,S
6/27/2012,9:59 PM,0,2,19,19,0,0,0,0,60,0,S
6/27/2012,10:00 PM,6,8,53,54,1,0,0,0,60,0,S
6/27/2012,10:01 PM,20,23,128,132,0,0,0,0,60,0,S
6/27/2012,10:02 PM,17,40,154,160,0,0,0,0,60,0,S
6/27/2012,10:03 PM,0,0,14,14,0,0,0,0,60,0,S
6/27/2012,10:04 PM,0,5,3,6,0,0,0,0,60,0,S
6/27/2012,10:05 PM,0,0,2,2,0,0,0,0,60,0,S
6/27/2012,10:06 PM,0,0,6,6,0,0,0,0,60,0,S
6/27/2012,10:07 PM,11,8,43,45,0,0,0,0,60,0,W
6/27/2012,10:08 PM,0,2,0,2,0,0,0,0,60,0,W
6/27/2012,10:09 PM,2459,1953,2738,4166,33,0,0,45,15,0,W
6/27/2012,10:10 PM,1254,1728,1840,2819,24,0,0,59,1,0,W
6/27/2012,10:11 PM,616,1193,845,1586,10,0,0,30,0,30,W
6/27/2012,10:12 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:13 PM,402,414,501,764,6,0,0,20,0,40,W
6/27/2012,10:14 PM,1535,1615,1717,2813,29,0,0,60,0,0,W
6/27/2012,10:15 PM,1530,1322,1661,2617,17,0,0,20,0,40,W
6/27/2012,10:16 PM,2481,1934,3001,4348,30,0,0,50,0,10,W
6/27/2012,10:17 PM,967,995,1436,1997,15,34,0,60,0,0,W
6/27/2012,10:18 PM,2067,1714,2455,3638,32,0,0,60,0,0,W
6/27/2012,10:19 PM,5,153,345,377,1,0,0,60,0,0,W
6/27/2012,10:20 PM,100,347,812,889,4,0,0,58,2,0,W
6/27/2012,10:21 PM,4775,3725,5236,8006,60,0,0,50,0,10,W
6/27/2012,10:22 PM,690,442,658,1051,5,0,0,10,0,50,W
6/27/2012,10:23 PM,2266,2630,2461,4255,34,0,0,60,0,0,W
6/27/2012,10:24 PM,1250,1718,1310,2496,17,0,0,60,0,0,W
6/27/2012,10:25 PM,1363,1278,1217,2230,16,0,0,20,0,40,W
6/27/2012,10:26 PM,1903,1717,2338,3469,25,0,0,60,0,0,W
6/27/2012,10:27 PM,0,0,0,0,0,0,0,60,0,0,W
6/27/2012,10:28 PM,1417,1382,1457,2458,20,0,0,60,0,0,W
6/27/2012,10:29 PM,902,955,1248,1812,6,0,0,30,0,30,W
6/27/2012,10:30 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:31 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:32 PM,0,0,0,0,0,0,20,0,0,40,W
6/27/2012,10:33 PM,4709,3649,4808,7656,56,0,10,50,0,0,W
6/27/2012,10:34 PM,379,230,467,644,3,0,0,10,0,50,W
6/27/2012,10:35 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:36 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:37 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:38 PM,0,0,0,0,0,0,20,0,0,40,S
6/27/2012,10:39 PM,8,17,23,30,1,0,10,0,0,50,S
6/27/2012,10:40 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,10:41 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,10:42 PM,0,0,0,0,0,0,10,0,0,50,S
6/27/2012,10:43 PM,0,0,0,0,0,0,30,0,0,30,S
6/27/2012,10:44 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,10:45 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:46 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:47 PM,2013,1743,2252,3487,26,13,0,50,0,10,W
6/27/2012,10:48 PM,0,16,107,108,0,0,0,60,0,0,W
6/27/2012,10:49 PM,3258,2488,3470,5371,43,24,0,51,9,0,W
6/27/2012,10:50 PM,620,618,780,1172,11,0,0,40,0,20,W
6/27/2012,10:51 PM,14,0,0,14,1,0,0,0,14,46,W
6/27/2012,10:52 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,10:53 PM,2184,1954,2537,3876,30,0,0,40,10,10,W
6/27/2012,10:54 PM,5,28,35,45,0,0,0,0,0,60,W
6/27/2012,10:55 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:56 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,10:57 PM,2,80,143,164,0,0,0,0,0,60,W
6/27/2012,10:58 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,10:59 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:00 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:01 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:02 PM,0,23,39,45,0,0,0,0,0,60,S
6/27/2012,11:03 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:04 PM,0,9,15,17,0,0,0,0,0,60,S
6/27/2012,11:05 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:06 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:07 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:08 PM,0,25,30,39,0,0,0,0,0,60,S
6/27/2012,11:09 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:10 PM,37,25,56,72,1,0,0,0,0,60,S
6/27/2012,11:11 PM,0,2,13,13,0,0,0,0,0,60,S
6/27/2012,11:12 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:13 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:14 PM,0,6,4,7,0,0,0,0,0,60,W
6/27/2012,11:15 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:16 PM,1558,1401,1941,2856,26,0,0,40,0,20,W
6/27/2012,11:17 PM,203,444,380,619,3,0,0,19,41,0,W
6/27/2012,11:18 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,11:19 PM,2143,1554,2219,3454,29,0,0,50,0,10,W
6/27/2012,11:20 PM,24,116,167,205,1,0,0,0,0,60,W
6/27/2012,11:21 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:22 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:23 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:24 PM,0,3,0,3,0,0,0,0,0,60,S
6/27/2012,11:25 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:26 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:27 PM,1954,1753,2495,3622,25,16,0,59,1,0,W
6/27/2012,11:28 PM,0,0,0,0,0,0,0,60,0,0,W
6/27/2012,11:29 PM,16,271,118,296,2,0,0,47,13,0,W
6/27/2012,11:30 PM,1318,1120,1342,2189,18,28,0,42,18,0,W
6/27/2012,11:31 PM,16,29,152,156,0,0,0,0,60,0,W
6/27/2012,11:32 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,11:33 PM,0,0,0,0,0,0,0,0,60,0,S
6/27/2012,11:34 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,11:35 PM,0,0,0,0,0,0,0,0,60,0,W
6/27/2012,11:36 PM,1986,1698,2502,3618,21,0,0,30,30,0,W
6/27/2012,11:37 PM,0,11,20,23,0,0,0,0,0,60,W
6/27/2012,11:38 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:39 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:40 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:41 PM,0,27,25,37,0,0,0,0,0,60,S
6/27/2012,11:42 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:43 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:44 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:45 PM,299,479,402,693,5,0,0,10,0,50,W
6/27/2012,11:46 PM,1910,1600,2346,3422,34,0,0,60,0,0,W
6/27/2012,11:47 PM,16,66,40,79,1,0,0,60,0,0,W
6/27/2012,11:48 PM,783,843,815,1410,14,0,0,60,0,0,W
6/27/2012,11:49 PM,1145,1098,1350,2083,14,0,0,20,0,40,W
6/27/2012,11:50 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:51 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:52 PM,15,1,0,15,1,0,0,0,0,60,W
6/27/2012,11:53 PM,0,26,23,35,0,0,0,0,0,60,W
6/27/2012,11:54 PM,0,0,0,0,0,0,0,0,0,60,S
6/27/2012,11:55 PM,0,21,7,22,0,0,0,0,0,60,W
6/27/2012,11:56 PM,0,0,0,0,0,0,0,0,0,60,W
6/27/2012,11:57 PM,2436,1903,2334,3873,33,0,0,40,0,20,W
6/27/2012,11:58 PM,2768,1938,2739,4350,32,0,0,60,0,0,W
6/27/2012,11:59 PM,243,242,385,516,4,0,0,10,0,50,W
6/28/2012,12:00 AM,0,32,44,54,0,0,0,0,0,60,W
6/28/2012,12:01 AM,0,0,0,0,0,0,0,0,0,60,W
6/28/2012,12:02 AM,0,0,0,0,0,0,0,0,0,60,W
6/28/2012,12:03 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:04 AM,0,0,0,0,0,0,50,0,0,10,S
6/28/2012,12:05 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:06 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:07 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:08 AM,0,0,0,0,0,0,30,0,0,30,S
6/28/2012,12:09 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:10 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:11 AM,0,0,0,0,0,0,20,0,0,40,S
6/28/2012,12:12 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:13 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:14 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:15 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:16 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:17 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:18 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:19 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:20 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:21 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:22 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:23 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:24 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:25 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:26 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:27 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:28 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:29 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:30 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:31 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:32 AM,0,0,0,0,0,0,50,0,0,10,S
6/28/2012,12:33 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:34 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:35 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:36 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:37 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:38 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:39 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:40 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:41 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:42 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:43 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:44 AM,0,0,0,0,0,0,0,0,0,60,S
6/28/2012,12:45 AM,0,0,0,0,0,0,40,0,0,20,S
6/28/2012,12:46 AM,0,0,0,0,0,0,60,0,0,0,S
6/28/2012,12:47 AM,0,0,0,0,0,0,60,0,0,0,S
